Number;Task;Answer_Out;Time;TimeOut;SubjectID
0;WarmUp;;56752;False;58d7c2ce-cdc5-40eb-9edc-41274076405f
1;countIntegerIntervalLT;;87784;False;58d7c2ce-cdc5-40eb-9edc-41274076405f
2;binaryToDecimalLT;;206055;False;58d7c2ce-cdc5-40eb-9edc-41274076405f
3;palindromeLT;;46100;False;58d7c2ce-cdc5-40eb-9edc-41274076405f
4;primeLN;;117723;False;58d7c2ce-cdc5-40eb-9edc-41274076405f
5;crossSumLT;;66759;False;58d7c2ce-cdc5-40eb-9edc-41274076405f
6;commonCharsLT;;53845;False;58d7c2ce-cdc5-40eb-9edc-41274076405f
7;unrolledSortLN;;63693;False;58d7c2ce-cdc5-40eb-9edc-41274076405f
8;forwardBackwardLT;;126439;False;58d7c2ce-cdc5-40eb-9edc-41274076405f
9;countLettersLN;;37872;False;58d7c2ce-cdc5-40eb-9edc-41274076405f
10;arrayAverageLT;;74330;False;58d7c2ce-cdc5-40eb-9edc-41274076405f
11;factorialLT;;50809;False;58d7c2ce-cdc5-40eb-9edc-41274076405f
12;binarySearchLT;;192211;False;58d7c2ce-cdc5-40eb-9edc-41274076405f
13;bubbleSortLN;;125421;False;58d7c2ce-cdc5-40eb-9edc-41274076405f
14;linearSearchLN;;52286;False;58d7c2ce-cdc5-40eb-9edc-41274076405f
15;containsSubstringLN;;194463;False;58d7c2ce-cdc5-40eb-9edc-41274076405f
16;validParenthesesLT;;173765;False;58d7c2ce-cdc5-40eb-9edc-41274076405f
17;squareRootLT;;114908;False;58d7c2ce-cdc5-40eb-9edc-41274076405f
18;capitalizeFirstLetterLN;;99413;False;58d7c2ce-cdc5-40eb-9edc-41274076405f
19;powerLT;;91825;False;58d7c2ce-cdc5-40eb-9edc-41274076405f
