Number;Task;Answer_Out;Time;TimeOut;SubjectID
0;WarmUp;;47417;False;1cbabb88-1cd3-40ce-a008-a109ea7eb091
1;bubbleSortMN;;164733;False;1cbabb88-1cd3-40ce-a008-a109ea7eb091
2;leastCommonMultipleMN;;83371;False;1cbabb88-1cd3-40ce-a008-a109ea7eb091
3;binarySearchMT;;176205;False;1cbabb88-1cd3-40ce-a008-a109ea7eb091
4;linearSearchMT;;61363;False;1cbabb88-1cd3-40ce-a008-a109ea7eb091
5;containsSubstringMT;;164120;False;1cbabb88-1cd3-40ce-a008-a109ea7eb091
6;squareRootMT;;275738;False;1cbabb88-1cd3-40ce-a008-a109ea7eb091
7;crossSumMT;;64160;False;1cbabb88-1cd3-40ce-a008-a109ea7eb091
8;validParenthesesMN;;79600;False;1cbabb88-1cd3-40ce-a008-a109ea7eb091
9;commonCharsMT;;82654;False;1cbabb88-1cd3-40ce-a008-a109ea7eb091
10;binaryToDecimalMT;;121437;False;1cbabb88-1cd3-40ce-a008-a109ea7eb091
11;powerMT;;80964;False;1cbabb88-1cd3-40ce-a008-a109ea7eb091
12;unrolledSortMT;;83021;False;1cbabb88-1cd3-40ce-a008-a109ea7eb091
